task_type,input_size_total_bytes,peak_mem_bytes
SeismogramSynthesis,3224571,3226151039
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3983974,4087729668
PeakValCalcOkaya,0,3084713
SeismogramSynthesis,3308357,3218118299
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3638701,3689894708
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2929746,2931181575
PeakValCalcOkaya,0,3090397
SeismogramSynthesis,4066834,4068232097
PeakValCalcOkaya,0,3086511
SeismogramSynthesis,2726785,2690723378
PeakValCalcOkaya,0,3091071
SeismogramSynthesis,2268886,2269997754
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4899775,4838512247
PeakValCalcOkaya,0,3108996
SeismogramSynthesis,2099800,2145600305
PeakValCalcOkaya,0,3134740
SeismogramSynthesis,2843747,2951280320
PeakValCalcOkaya,0,3082205
SeismogramSynthesis,3596865,3480465455
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4972657,4986172892
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2031192,2001044961
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2775358,2749802478
PeakValCalcOkaya,0,3123400
SeismogramSynthesis,4711358,4713666565
PeakValCalcOkaya,0,3092350
SeismogramSynthesis,5460400,5557938810
PeakValCalcOkaya,0,3110156
SeismogramSynthesis,1860160,1861071478
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3078229,2959075760
PeakValCalcOkaya,0,3108109
SeismogramSynthesis,1920433,1921374012
PeakValCalcOkaya,0,3107676
SeismogramSynthesis,1912493,1787937471
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2947055,3077966425
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4835489,4837858389
PeakValCalcOkaya,0,3122268
SeismogramSynthesis,5448284,5380860658
PeakValCalcOkaya,0,3089756
SeismogramSynthesis,3330774,3298296338
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4197002,4199058530
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2261484,2262592127
PeakValCalcOkaya,0,3096666
SeismogramSynthesis,3128233,2980000617
PeakValCalcOkaya,0,3086975
SeismogramSynthesis,3268830,3143535758
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3958538,3953018829
PeakValCalcOkaya,0,3138985
SeismogramSynthesis,3074757,3179804639
PeakValCalcOkaya,0,3127477
SeismogramSynthesis,3016965,3018443312
PeakValCalcOkaya,0,3096234
SeismogramSynthesis,4578163,4694366616
PeakValCalcOkaya,0,3108232
SeismogramSynthesis,2766034,2844066825
PeakValCalcOkaya,0,3109212
SeismogramSynthesis,3298691,3213966672
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3571947,3573697254
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3685656,3821638028
PeakValCalcOkaya,0,3107572
SeismogramSynthesis,4480983,4458441644
PeakValCalcOkaya,0,3086412
SeismogramSynthesis,2240036,2241133617
PeakValCalcOkaya,0,3120308
SeismogramSynthesis,3037586,3122182230
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2604786,2606062345
PeakValCalcOkaya,0,3144537
SeismogramSynthesis,4254831,4256915867
PeakValCalcOkaya,0,3133174
SeismogramSynthesis,5322479,5426942676
PeakValCalcOkaya,0,3126949
SeismogramSynthesis,4667419,4669706035
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2085361,2086382826
PeakValCalcOkaya,0,3096384
SeismogramSynthesis,1997383,1998361717
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3989048,3991002633
PeakValCalcOkaya,0,3075885
SeismogramSynthesis,3494216,3495928165
PeakValCalcOkaya,0,3125341
SeismogramSynthesis,3732014,3733842686
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3770722,3722990099
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3480678,3406430853
PeakValCalcOkaya,0,3086405
SeismogramSynthesis,4653412,4655692171
PeakValCalcOkaya,0,3094065
SeismogramSynthesis,3145490,3147031290
PeakValCalcOkaya,0,3084745
SeismogramSynthesis,2869658,2904438390
PeakValCalcOkaya,0,3106470
SeismogramSynthesis,2932288,2948304469
PeakValCalcOkaya,0,3101315
SeismogramSynthesis,4620911,4623175246
PeakValCalcOkaya,0,3124082
ExtractSGT,39616881224,20640000
SeismogramSynthesis,3866877,3958744776
PeakValCalcOkaya,0,3131877
SeismogramSynthesis,3114662,3174321961
PeakValCalcOkaya,0,3083122
SeismogramSynthesis,4333725,4361383939
PeakValCalcOkaya,0,3076985
SeismogramSynthesis,4076855,4172098161
PeakValCalcOkaya,0,3119197
SeismogramSynthesis,4341727,4180890711
PeakValCalcOkaya,0,3120990
SeismogramSynthesis,2493848,2495069985
PeakValCalcOkaya,0,3083071
SeismogramSynthesis,1930967,1824387549
PeakValCalcOkaya,0,3076174
SeismogramSynthesis,2720200,2803016460
PeakValCalcOkaya,0,3115171
SeismogramSynthesis,2861434,2862836102
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3047245,3173473112
PeakValCalcOkaya,0,3144431
SeismogramSynthesis,5347237,5349857146
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5406377,5258824151
PeakValCalcOkaya,0,3090241
SeismogramSynthesis,2439254,2440449234
PeakValCalcOkaya,0,3092665
SeismogramSynthesis,2905628,2797311874
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2325058,2240932218
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3969692,3971637149
PeakValCalcOkaya,0,3096094
SeismogramSynthesis,4059613,3906781343
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2000227,1851939069
PeakValCalcOkaya,0,3080872
SeismogramSynthesis,4092210,4004278713
PeakValCalcOkaya,0,3130777
SeismogramSynthesis,2243599,2244698363
PeakValCalcOkaya,0,3077056
SeismogramSynthesis,4019803,4021772703
PeakValCalcOkaya,0,3098403
SeismogramSynthesis,2609512,2528947242
PeakValCalcOkaya,0,3096117
SeismogramSynthesis,2638850,2640143036
PeakValCalcOkaya,0,3114891
SeismogramSynthesis,5254984,5298753208
PeakValCalcOkaya,0,3088911
SeismogramSynthesis,4535858,4538080570
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4692866,4674758138
PeakValCalcOkaya,0,3110780
SeismogramSynthesis,1915002,1957130932
PeakValCalcOkaya,0,3097105
SeismogramSynthesis,3030344,3014664188
PeakValCalcOkaya,0,3109479
SeismogramSynthesis,5512010,5526451638
PeakValCalcOkaya,0,3096072
SeismogramSynthesis,3078056,2984034292
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4221126,4191089841
PeakValCalcOkaya,0,3128448
SeismogramSynthesis,3517816,3519539729
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4090099,4090887486
PeakValCalcOkaya,0,3085503
SeismogramSynthesis,4672510,4674799529
PeakValCalcOkaya,0,3079882
SeismogramSynthesis,3640858,3642642020
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3828647,3969803272
PeakValCalcOkaya,0,3081033
SeismogramSynthesis,4140796,4239073115
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4508013,4510221926
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2084057,2177868683
PeakValCalcOkaya,0,3138400
SeismogramSynthesis,5052304,5148413258
PeakValCalcOkaya,0,3142082
SeismogramSynthesis,4029948,4184204772
PeakValCalcOkaya,0,3097982
SeismogramSynthesis,4434849,4486097883
PeakValCalcOkaya,0,3095014
SeismogramSynthesis,5363575,5415235050
PeakValCalcOkaya,0,3121272
SeismogramSynthesis,2334702,2208631640
PeakValCalcOkaya,0,3098633
SeismogramSynthesis,2339331,2428707760
PeakValCalcOkaya,0,3105152
SeismogramSynthesis,5025970,5028432725
PeakValCalcOkaya,0,3088995
SeismogramSynthesis,3301641,3303258804
PeakValCalcOkaya,0,3086852
SeismogramSynthesis,2237715,2238811480
PeakValCalcOkaya,0,3078758
SeismogramSynthesis,4065652,3935060799
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4693929,4696229025
PeakValCalcOkaya,0,3138718
SeismogramSynthesis,5110586,5153671206
PeakValCalcOkaya,0,3143291
SeismogramSynthesis,2494287,2515941722
PeakValCalcOkaya,0,3098915
SeismogramSynthesis,3372389,3374041470
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5119678,5122186642
PeakValCalcOkaya,0,3090266
SeismogramSynthesis,1987584,1988557916
PeakValCalcOkaya,0,3105075
SeismogramSynthesis,2706360,2730414784
PeakValCalcOkaya,0,3097991
SeismogramSynthesis,4378253,4380398343
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3440862,3324753771
PeakValCalcOkaya,0,3108007
SeismogramSynthesis,2545293,2546540193
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3184163,3185723239
PeakValCalcOkaya,0,3089051
SeismogramSynthesis,2739795,2623074096
PeakValCalcOkaya,0,3097549
SeismogramSynthesis,2839731,2786141039
PeakValCalcOkaya,0,3125226
SeismogramSynthesis,2591656,2592925911
PeakValCalcOkaya,0,3126788
SeismogramSynthesis,4155523,4118334886
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3833382,3835260357
PeakValCalcOkaya,0,3090864
SeismogramSynthesis,4898962,4901362491
PeakValCalcOkaya,0,3139632
SeismogramSynthesis,2662087,2663391422
PeakValCalcOkaya,0,3077917
SeismogramSynthesis,3639318,3769485859
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2106693,2018817753
PeakValCalcOkaya,0,3089948
SeismogramSynthesis,4691857,4694156009
PeakValCalcOkaya,0,3123619
SeismogramSynthesis,2424499,2346467851
PeakValCalcOkaya,0,3112137
SeismogramSynthesis,4110401,3962359334
PeakValCalcOkaya,0,3086157
SeismogramSynthesis,2355844,2233737599
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5456547,5332931573
PeakValCalcOkaya,0,3110000
ExtractSGT,39569839936,21061024
SeismogramSynthesis,5431376,5434037374
PeakValCalcOkaya,0,3125911
SeismogramSynthesis,4166350,4096722147
PeakValCalcOkaya,0,3075818
SeismogramSynthesis,3132370,3133904861
PeakValCalcOkaya,0,3084850
SeismogramSynthesis,5506853,5552556735
PeakValCalcOkaya,0,3112688
SeismogramSynthesis,2280123,2281240260
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3206006,3165402236
PeakValCalcOkaya,0,3086210
SeismogramSynthesis,4848014,4962157048
PeakValCalcOkaya,0,3118748
SeismogramSynthesis,3655594,3558451238
PeakValCalcOkaya,0,3098984
SeismogramSynthesis,2228904,2373356263
PeakValCalcOkaya,0,3102153
SeismogramSynthesis,4975946,4857802174
PeakValCalcOkaya,0,3111573
SeismogramSynthesis,4752361,4755085880
PeakValCalcOkaya,0,3131733
SeismogramSynthesis,5387342,5389981797
PeakValCalcOkaya,0,3093550
SeismogramSynthesis,3496991,3498704525
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4810131,4914592096
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3816978,3890470781
PeakValCalcOkaya,0,3096395
SeismogramSynthesis,3189319,3190881766
PeakValCalcOkaya,0,3138659
SeismogramSynthesis,3292547,3260700911
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4067189,3952401107
PeakValCalcOkaya,0,3089442
SeismogramSynthesis,4511347,4372702297
PeakValCalcOkaya,0,3131883
SeismogramSynthesis,2852547,2774181078
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4249364,4251446188
PeakValCalcOkaya,0,3137636
SeismogramSynthesis,3666102,3667898389
PeakValCalcOkaya,0,3112514
SeismogramSynthesis,3091488,2936267264
PeakValCalcOkaya,0,3103459
SeismogramSynthesis,2447144,2400461328
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4181306,4027510878
PeakValCalcOkaya,0,3139818
SeismogramSynthesis,2961996,3005350846
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2912804,2943754456
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3811941,3856707485
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3224602,3240584442
PeakValCalcOkaya,0,3108853
SeismogramSynthesis,1976529,1977497499
PeakValCalcOkaya,0,3115045
SeismogramSynthesis,1950123,1870492172
PeakValCalcOkaya,0,3123896
SeismogramSynthesis,3862570,3745679141
PeakValCalcOkaya,0,3116714
SeismogramSynthesis,2462753,2463959748
PeakValCalcOkaya,0,3108720
SeismogramSynthesis,3173612,3143780821
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5058339,5155176523
PeakValCalcOkaya,0,3129940
SeismogramSynthesis,3658544,3529690692
PeakValCalcOkaya,0,3078358
SeismogramSynthesis,3557964,3547094703
PeakValCalcOkaya,0,3131895
SeismogramSynthesis,3984909,4065063561
PeakValCalcOkaya,0,3114599
SeismogramSynthesis,3617620,3745736888
PeakValCalcOkaya,0,3121253
SeismogramSynthesis,4165204,4317429986
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3339100,3356270644
PeakValCalcOkaya,0,3089687
SeismogramSynthesis,4876489,4878878479
PeakValCalcOkaya,0,3117487
SeismogramSynthesis,5133147,5065509806
PeakValCalcOkaya,0,3104408
SeismogramSynthesis,2027674,1965132739
PeakValCalcOkaya,0,3118318
SeismogramSynthesis,2811471,2873677115
PeakValCalcOkaya,0,3098743
SeismogramSynthesis,4237972,4240048606
PeakValCalcOkaya,0,3122036
SeismogramSynthesis,5051387,5053862179
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3517272,3425104739
PeakValCalcOkaya,0,3108818
SeismogramSynthesis,2023214,2115363039
PeakValCalcOkaya,0,3139081
SeismogramSynthesis,4201298,4203356636
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4806131,4658187731
PeakValCalcOkaya,0,3079709
SeismogramSynthesis,3250073,3292591038
PeakValCalcOkaya,0,3131554
SeismogramSynthesis,5559532,5505073120
PeakValCalcOkaya,0,3084031
SeismogramSynthesis,2016488,2173933823
PeakValCalcOkaya,0,3109616
SeismogramSynthesis,4980310,4982750351
PeakValCalcOkaya,0,3138561
SeismogramSynthesis,1910531,2036800552
PeakValCalcOkaya,0,3133739
SeismogramSynthesis,3239884,3241471543
PeakValCalcOkaya,0,3136849
SeismogramSynthesis,2622084,2501544590
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2943696,3111993965
PeakValCalcOkaya,0,3100405
SeismogramSynthesis,2467739,2600548157
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3110575,3254161859
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4913577,4861529895
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2282565,2339022325
PeakValCalcOkaya,0,3084152
SeismogramSynthesis,2274755,2296528525
PeakValCalcOkaya,0,3078184
SeismogramSynthesis,2912379,2783769730
PeakValCalcOkaya,0,3083861
SeismogramSynthesis,4482581,4470468946
PeakValCalcOkaya,0,3130448
SeismogramSynthesis,4472257,4474448405
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3378784,3269604851
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2649804,2687870311
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3812815,3814683279
PeakValCalcOkaya,0,3084458
SeismogramSynthesis,3902466,3904378208
PeakValCalcOkaya,0,3116590
SeismogramSynthesis,3614810,3466175597
PeakValCalcOkaya,0,3103756
SeismogramSynthesis,3666419,3687527982
PeakValCalcOkaya,0,3124090
SeismogramSynthesis,2524720,2525957112
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4405191,4404956483
PeakValCalcOkaya,0,3106698
SeismogramSynthesis,3184546,3130595644
PeakValCalcOkaya,0,3108384
ZipPSA,4402,6438081
ZipSeis,1576248,6242992
ExtractSGT,38712300032,20640000
SeismogramSynthesis,4443793,4445970458
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5424380,5427037946
PeakValCalcOkaya,0,3113923
SeismogramSynthesis,5005610,4965749541
PeakValCalcOkaya,0,3127025
SeismogramSynthesis,5438938,5560360960
PeakValCalcOkaya,0,3110777
SeismogramSynthesis,2522906,2513534784
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,1970241,2026352894
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4955498,4842579122
PeakValCalcOkaya,0,3103804
SeismogramSynthesis,3903044,3820195538
PeakValCalcOkaya,0,3138664
SeismogramSynthesis,2853405,2815803011
PeakValCalcOkaya,0,3090137
SeismogramSynthesis,2813876,2885212550
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5280698,5336231853
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3243969,3245558544
PeakValCalcOkaya,0,3087981
SeismogramSynthesis,2656947,2535724236
PeakValCalcOkaya,0,3076376
SeismogramSynthesis,4780524,4778994852
PeakValCalcOkaya,0,3099992
SeismogramSynthesis,3924433,3926355972
PeakValCalcOkaya,0,3113021
SeismogramSynthesis,4673418,4824239046
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4033496,4109824217
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5491566,5494256867
PeakValCalcOkaya,0,3085268
SeismogramSynthesis,4328533,4330653981
PeakValCalcOkaya,0,3119858
SeismogramSynthesis,2226570,2227661019
PeakValCalcOkaya,0,3087197
SeismogramSynthesis,5395954,5259351398
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2205304,2063011621
PeakValCalcOkaya,0,3134735
SeismogramSynthesis,2214144,2193053905
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5084696,4971213176
PeakValCalcOkaya,0,3134749
SeismogramSynthesis,2305737,2216781590
PeakValCalcOkaya,0,3081841
SeismogramSynthesis,5098619,5044676058
PeakValCalcOkaya,0,3132171
SeismogramSynthesis,5439783,5280561261
PeakValCalcOkaya,0,3092918
SeismogramSynthesis,4344577,4268734041
PeakValCalcOkaya,0,3134329
SeismogramSynthesis,3069053,3151678929
PeakValCalcOkaya,0,3113048
SeismogramSynthesis,5081359,5083848865
PeakValCalcOkaya,0,3107641
SeismogramSynthesis,3293498,3295111814
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4004125,3922039771
PeakValCalcOkaya,0,3094394
SeismogramSynthesis,5132207,5134721781
PeakValCalcOkaya,0,3095639
SeismogramSynthesis,1983409,1984380870
PeakValCalcOkaya,0,3113097
SeismogramSynthesis,5247301,5336222224
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3237761,3128141449
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4916213,4918621944
PeakValCalcOkaya,0,3103442
SeismogramSynthesis,4407050,4398065685
PeakValCalcOkaya,0,3133131
SeismogramSynthesis,4352372,4276814811
PeakValCalcOkaya,0,3083398
SeismogramSynthesis,2299925,2301051963
PeakValCalcOkaya,0,3079868
SeismogramSynthesis,2469031,2470240825
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5148628,5046017728
PeakValCalcOkaya,0,3139055
SeismogramSynthesis,2358283,2359438558
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5542595,5686328235
PeakValCalcOkaya,0,3099672
SeismogramSynthesis,3405366,3566498772
PeakValCalcOkaya,0,3084750
SeismogramSynthesis,3177537,3109178893
PeakValCalcOkaya,0,3123382
SeismogramSynthesis,2005986,1910157393
PeakValCalcOkaya,0,3129351
SeismogramSynthesis,2648842,2751903761
PeakValCalcOkaya,0,3106830
SeismogramSynthesis,4563632,4565868179
PeakValCalcOkaya,0,3090061
SeismogramSynthesis,3121597,3123126582
PeakValCalcOkaya,0,3108778
SeismogramSynthesis,4004067,4006028992
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5253621,5256195274
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3592667,3667762798
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4587508,4589755878
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3283179,3286873794
PeakValCalcOkaya,0,3089908
SeismogramSynthesis,4144619,4146649863
PeakValCalcOkaya,0,3109686
SeismogramSynthesis,3240568,3387371313
PeakValCalcOkaya,0,3107927
SeismogramSynthesis,4544862,4547088982
PeakValCalcOkaya,0,3086169
SeismogramSynthesis,2660071,2661374434
PeakValCalcOkaya,0,3128350
SeismogramSynthesis,4120195,4040389043
PeakValCalcOkaya,0,3101991
SeismogramSynthesis,5070599,5238024537
PeakValCalcOkaya,0,3094376
SeismogramSynthesis,3885356,3887259824
PeakValCalcOkaya,0,3138746
SeismogramSynthesis,1964934,1851512197
PeakValCalcOkaya,0,3129421
SeismogramSynthesis,4303831,4284709744
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4852872,4855249907
PeakValCalcOkaya,0,3138854
SeismogramSynthesis,4364363,4481694243
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2105825,2266962674
PeakValCalcOkaya,0,3084857
SeismogramSynthesis,5090497,5134188024
PeakValCalcOkaya,0,3124917
SeismogramSynthesis,2533609,2553134510
PeakValCalcOkaya,0,3097845
SeismogramSynthesis,2115410,2282556549
PeakValCalcOkaya,0,3135149
SeismogramSynthesis,4102738,4198457604
PeakValCalcOkaya,0,3091852
SeismogramSynthesis,4922104,4913476919
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4736207,4710996598
PeakValCalcOkaya,0,3126650
SeismogramSynthesis,3754657,3791082293
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3582057,3586948873
PeakValCalcOkaya,0,3102337
SeismogramSynthesis,4575993,4708298765
PeakValCalcOkaya,0,3103687
SeismogramSynthesis,3715081,3716901389
PeakValCalcOkaya,0,3111926
SeismogramSynthesis,4932419,5098571955
PeakValCalcOkaya,0,3089801
SeismogramSynthesis,3504941,3464333032
PeakValCalcOkaya,0,3137799
SeismogramSynthesis,5202541,5138340916
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2574587,2541747915
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3926938,3890247960
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2108210,1956001514
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2041672,1946793179
PeakValCalcOkaya,0,3099260
SeismogramSynthesis,3888873,4031688413
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3674587,3564640942
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3353031,3354673985
PeakValCalcOkaya,0,3093708
SeismogramSynthesis,2018013,2056605076
PeakValCalcOkaya,0,3117276
SeismogramSynthesis,2709203,2716375132
PeakValCalcOkaya,0,3128068
SeismogramSynthesis,3028448,3029931939
PeakValCalcOkaya,0,3107332
SeismogramSynthesis,2152910,2027758366
PeakValCalcOkaya,0,3079158
SeismogramSynthesis,1917336,1774103603
PeakValCalcOkaya,0,3114306
SeismogramSynthesis,3628342,3697001675
PeakValCalcOkaya,0,3113203
SeismogramSynthesis,4248141,4412455593
PeakValCalcOkaya,0,3134503
SeismogramSynthesis,2768603,2652574050
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5277142,5279727799
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4979901,4992921226
PeakValCalcOkaya,0,3121879
SeismogramSynthesis,4364588,4366726648
PeakValCalcOkaya,0,3105118
SeismogramSynthesis,3163601,3165151164
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2389857,2361614929
PeakValCalcOkaya,0,3142628
SeismogramSynthesis,2719869,2697043342
PeakValCalcOkaya,0,3084170
SeismogramSynthesis,2876387,2877972092
PeakValCalcOkaya,0,3100756
SeismogramSynthesis,4987184,4958528867
PeakValCalcOkaya,0,3119646
SeismogramSynthesis,2754952,2631891020
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4669037,4601018842
PeakValCalcOkaya,0,3094827
SeismogramSynthesis,2043793,2044794458
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4167596,4169638122
PeakValCalcOkaya,0,3084185
SeismogramSynthesis,4530417,4532636904
PeakValCalcOkaya,0,3091620
SeismogramSynthesis,4726645,4611338122
PeakValCalcOkaya,0,3081178
SeismogramSynthesis,4231998,4089860067
PeakValCalcOkaya,0,3133807
SeismogramSynthesis,5542293,5591938797
PeakValCalcOkaya,0,3089134
SeismogramSynthesis,5348752,5351372888
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5227427,5306216229
PeakValCalcOkaya,0,3105699
SeismogramSynthesis,2687585,2729696278
PeakValCalcOkaya,0,3139400
SeismogramSynthesis,3374732,3335289625
PeakValCalcOkaya,0,3084164
SeismogramSynthesis,3949900,4107708264
PeakValCalcOkaya,0,3121036
SeismogramSynthesis,5191188,5155767791
PeakValCalcOkaya,0,3127288
SeismogramSynthesis,2819241,2978783910
PeakValCalcOkaya,0,3134106
SeismogramSynthesis,3438283,3439967758
PeakValCalcOkaya,0,3108985
SeismogramSynthesis,2087163,1940792929
PeakValCalcOkaya,0,3130157
SeismogramSynthesis,2779363,2780724887
PeakValCalcOkaya,0,3115664
SeismogramSynthesis,3401255,3293420587
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4610711,4728470576
PeakValCalcOkaya,0,3109810
SeismogramSynthesis,2323022,2324160280
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4155012,4312742990
PeakValCalcOkaya,0,3085503
SeismogramSynthesis,4213459,4077408037
PeakValCalcOkaya,0,3121505
SeismogramSynthesis,5342522,5210885438
PeakValCalcOkaya,0,3101887
SeismogramSynthesis,4979919,4982359160
PeakValCalcOkaya,0,3089870
SeismogramSynthesis,2245677,2246777381
PeakValCalcOkaya,0,3093320
SeismogramSynthesis,5551304,5687370215
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2435903,2521031361
PeakValCalcOkaya,0,3093775
SeismogramSynthesis,5376891,5255239403
PeakValCalcOkaya,0,3095001
SeismogramSynthesis,5384170,5386808243
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2840738,2842129961
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5107198,5109700527
PeakValCalcOkaya,0,3128941
SeismogramSynthesis,3425147,3426825322
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2284082,2285201200
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2121098,2247104741
PeakValCalcOkaya,0,3106434
SeismogramSynthesis,3054853,3089023304
PeakValCalcOkaya,0,3128761
SeismogramSynthesis,5489554,5657653602
PeakValCalcOkaya,0,3078063
SeismogramSynthesis,3066689,2966877100
PeakValCalcOkaya,0,3088993
SeismogramSynthesis,2728349,2713400791
PeakValCalcOkaya,0,3088101
SeismogramSynthesis,4175746,4177792115
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2812643,2783674398
PeakValCalcOkaya,0,3091809
SeismogramSynthesis,5283763,5239265015
PeakValCalcOkaya,0,3087029
SeismogramSynthesis,3254683,3256277794
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2503114,2557056793
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3593524,3692367479
PeakValCalcOkaya,0,3140151
SeismogramSynthesis,2924498,2847050458
PeakValCalcOkaya,0,3130406
SeismogramSynthesis,4302666,4281847049
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4479313,4481507863
PeakValCalcOkaya,0,3110870
SeismogramSynthesis,4708688,4599743304
PeakValCalcOkaya,0,3138022
SeismogramSynthesis,4914543,4901660249
PeakValCalcOkaya,0,3128393
SeismogramSynthesis,5417464,5413934731
PeakValCalcOkaya,0,3130830
SeismogramSynthesis,1971502,1972468035
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2294926,2296050513
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5216472,5219028071
PeakValCalcOkaya,0,3110115
SeismogramSynthesis,3242239,3330152121
PeakValCalcOkaya,0,3106454
SeismogramSynthesis,5162261,5164790507
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3855452,3745528845
