task_type,input_size_total_bytes,peak_mem_bytes
Inspiral,null,4314418920
Inspiral,null,4452602966
Inspiral,null,3458928381
Inspiral,null,2552063980
Inspiral,null,3756142232
Inspiral,null,3820934400
Inspiral,null,2000030829
Inspiral,null,3002975058
Inspiral,null,2158781105
Inspiral,null,2750404263
Inspiral,null,3283017133
Inspiral,null,2850080125
Inspiral,null,2640727573
Inspiral,null,2700305331
Inspiral,null,3015140260
Inspiral,null,3707312135
Inspiral,null,3778112366
Inspiral,null,2886335738
Inspiral,null,2630726803
Inspiral,null,3859896730
Inspiral,null,2469919828
Inspiral,null,2142283302
Inspiral,null,3820431688
Inspiral,null,2546988520
Inspiral,null,3893048309
Inspiral,null,3316120695
Inspiral,null,2328700479
Inspiral,null,4607547577
Inspiral,null,4327741253
Inspiral,null,2101022958
Inspiral,null,3326158762
Inspiral,null,3211061751
Inspiral,null,2949412908
Inspiral,null,2598379903
Inspiral,null,4017289923
Inspiral,null,4220538684
Inspiral,null,2114278880
Inspiral,null,3508387666
Inspiral,null,2265630290
Inspiral,null,3782667513
Inspiral,null,3317451460
Inspiral,null,3334178368
Inspiral,null,2823673756
Inspiral,null,1903895782
Inspiral,null,4050571637
Inspiral,null,3838819652
Inspiral,null,2542687434
Inspiral,null,1944251205
Thinca,null,1839904
Thinca,null,3046399
Thinca,null,1815120
Thinca,null,2680718
Thinca,null,2463287
TmpltBank,null,404519657
TmpltBank,null,404559716
TmpltBank,null,404512633
TmpltBank,null,404533036
TmpltBank,null,404515758
TmpltBank,null,404553020
TmpltBank,null,404528897
TmpltBank,null,404538221
TmpltBank,null,404538713
TmpltBank,null,404510491
TmpltBank,null,404515358
TmpltBank,null,404529212
TmpltBank,null,404525238
TmpltBank,null,404553211
TmpltBank,null,404532290
TmpltBank,null,404526511
TmpltBank,null,404553970
TmpltBank,null,404557657
TmpltBank,null,404566991
TmpltBank,null,404569774
TmpltBank,null,404507868
TmpltBank,null,404545477
TmpltBank,null,404541421
TmpltBank,null,404541280
TmpltBank,null,404535616
TmpltBank,null,404502821
TmpltBank,null,404527362
TmpltBank,null,404567422
TmpltBank,null,404586635
TmpltBank,null,404554527
TmpltBank,null,404551064
TmpltBank,null,404556728
TmpltBank,null,404520528
TmpltBank,null,404544655
TmpltBank,null,404520597
TmpltBank,null,404541754
TmpltBank,null,404516435
TmpltBank,null,404555953
TmpltBank,null,404552566
TmpltBank,null,404545028
TmpltBank,null,404548788
TmpltBank,null,404541570
TmpltBank,null,404545064
TmpltBank,null,404525316
TmpltBank,null,404554159
TmpltBank,null,404535549
TmpltBank,null,404531892
TmpltBank,null,404533660
TmpltBank,null,404563127
TmpltBank,null,404549011
TmpltBank,null,404562411
TmpltBank,null,404560512
TmpltBank,null,404521304
TmpltBank,null,404529579
TmpltBank,null,404511023
TmpltBank,null,404534698
TmpltBank,null,404553990
TmpltBank,null,404569514
TmpltBank,null,404538644
TmpltBank,null,404534132
TmpltBank,null,404528169
TmpltBank,null,404546382
TmpltBank,null,404541221
TmpltBank,null,404531211
TmpltBank,null,404557055
TmpltBank,null,404521748
TmpltBank,null,404528916
TmpltBank,null,404521617
TmpltBank,null,404527184
TmpltBank,null,404539273
TmpltBank,null,404552015
TmpltBank,null,404562779
TmpltBank,null,404523423
TmpltBank,null,404529326
TmpltBank,null,404523329
TmpltBank,null,404558272
TmpltBank,null,404548062
TmpltBank,null,404544556
TmpltBank,null,404532208
TmpltBank,null,404480922
TmpltBank,null,404541823
TmpltBank,null,404523936
TmpltBank,null,404528243
TmpltBank,null,404534236
TmpltBank,null,404564662
TmpltBank,null,404517491
TmpltBank,null,404564114
TmpltBank,null,404517025
TmpltBank,null,404549414
TmpltBank,null,404540769
TmpltBank,null,404530978
TmpltBank,null,404522400
TmpltBank,null,404530394
TmpltBank,null,404545855
TmpltBank,null,404510918
TmpltBank,null,404527099
TmpltBank,null,404549585
TmpltBank,null,404557473
TmpltBank,null,404515808
TmpltBank,null,404574239
TmpltBank,null,404549304
TmpltBank,null,404575794
TmpltBank,null,404538287
TmpltBank,null,404550635
TmpltBank,null,404532035
TmpltBank,null,404551289
TmpltBank,null,404511124
TmpltBank,null,404556781
TmpltBank,null,404562038
TmpltBank,null,404547104
TmpltBank,null,404549061
TmpltBank,null,404529837
TmpltBank,null,404538954
TmpltBank,null,404531804
TmpltBank,null,404555970
TmpltBank,null,404512266
TmpltBank,null,404502569
TmpltBank,null,404511707
TmpltBank,null,404523919
TmpltBank,null,404521924
TmpltBank,null,404548995
TmpltBank,null,404532444
TmpltBank,null,404563464
TmpltBank,null,404512962
TmpltBank,null,404504226
TmpltBank,null,404536515
TmpltBank,null,404548999
TmpltBank,null,404537058
TmpltBank,null,404543060
TmpltBank,null,404534459
TmpltBank,null,404565501
TmpltBank,null,404562564
TmpltBank,null,404552181
TmpltBank,null,404545701
TmpltBank,null,404541224
TmpltBank,null,404540234
TmpltBank,null,404541842
TmpltBank,null,404522279
TmpltBank,null,404538352
TmpltBank,null,404525270
TmpltBank,null,404546690
TmpltBank,null,404522674
TmpltBank,null,404539707
TmpltBank,null,404521301
TmpltBank,null,404506083
TmpltBank,null,404568213
TmpltBank,null,404558594
TmpltBank,null,404512014
TmpltBank,null,404501827
TmpltBank,null,404524526
TmpltBank,null,404533238
TmpltBank,null,404511878
TmpltBank,null,404550656
TmpltBank,null,404538435
TmpltBank,null,404542519
TmpltBank,null,404528756
TmpltBank,null,404539809
TmpltBank,null,404560566
TmpltBank,null,404519687
TmpltBank,null,404512618
TmpltBank,null,404545896
TmpltBank,null,404572748
TmpltBank,null,404538850
TmpltBank,null,404565913
TmpltBank,null,404566458
TmpltBank,null,404552176
TmpltBank,null,404533813
TmpltBank,null,404541438
TmpltBank,null,404534569
TmpltBank,null,404536124
TmpltBank,null,404547003
TmpltBank,null,404548221
TmpltBank,null,404543035
TmpltBank,null,404538526
TmpltBank,null,404498170
TmpltBank,null,404539656
TmpltBank,null,404542192
TmpltBank,null,404552092
TmpltBank,null,404566065
TmpltBank,null,404540166
TmpltBank,null,404550630
TmpltBank,null,404518149
Inspiral,null,3109587162
Inspiral,null,2183266526
Inspiral,null,2842289032
Inspiral,null,3460892569
Inspiral,null,1998627936
Inspiral,null,4282831506
Inspiral,null,3151266955
Inspiral,null,3518477277
Inspiral,null,3557124400
Inspiral,null,2377722789
Inspiral,null,1838450176
Inspiral,null,1901259166
Inspiral,null,2192756297
Inspiral,null,2075008292
Inspiral,null,4590807241
Inspiral,null,1526991810
Inspiral,null,1969085258
Inspiral,null,3315589041
Inspiral,null,2323843753
Inspiral,null,3698147227
Inspiral,null,3066078027
Inspiral,null,2809879071
Inspiral,null,3056649991
Inspiral,null,2816082052
Inspiral,null,2849100739
Inspiral,null,3508700041
Inspiral,null,3558420244
Inspiral,null,2060227884
Inspiral,null,1813634441
Inspiral,null,1635400683
Inspiral,null,4173025010
Inspiral,null,2576136876
Inspiral,null,2950351753
Inspiral,null,2240662557
Inspiral,null,3069139206
Inspiral,null,3498808521
Inspiral,null,5071657307
Inspiral,null,2786850093
Inspiral,null,2818748056
Inspiral,null,1560160124
Inspiral,null,2886451969
Inspiral,null,3125850576
Inspiral,null,3538862064
Inspiral,null,3186443515
Inspiral,null,4868311674
Inspiral,null,4311086153
Inspiral,null,3090776051
Inspiral,null,3788833444
Inspiral,null,3570237921
Inspiral,null,2532100144
Inspiral,null,3788178288
Inspiral,null,693937612
Inspiral,null,4250258223
Inspiral,null,3493389550
Inspiral,null,2462164448
Inspiral,null,2106437762
Inspiral,null,2067182755
Inspiral,null,4641254790
Inspiral,null,3983739090
Inspiral,null,3413069048
Inspiral,null,2623146878
Inspiral,null,3227168446
Inspiral,null,1134388354
Inspiral,null,3522384065
Inspiral,null,3713293184
Inspiral,null,3504759958
Inspiral,null,2983022438
Inspiral,null,2194953664
Inspiral,null,2991417189
Inspiral,null,3799721429
Inspiral,null,3373042493
Inspiral,null,2875968768
Inspiral,null,3129565469
Inspiral,null,2711553434
Inspiral,null,2412034100
Inspiral,null,3533090709
Inspiral,null,3890614865
Inspiral,null,3742777030
Inspiral,null,4902437987
Inspiral,null,3390180415
Inspiral,null,2595049005
Inspiral,null,1813715528
Inspiral,null,2954217700
Inspiral,null,3253301219
Inspiral,null,4437857542
Inspiral,null,1740796096
Inspiral,null,2882872576
Inspiral,null,2907323183
Inspiral,null,2454240482
Inspiral,null,2628066378
Inspiral,null,2503820933
Inspiral,null,3650821317
Inspiral,null,2133676248
Inspiral,null,3443400100
Inspiral,null,3234037117
Inspiral,null,3380513161
Inspiral,null,2399567374
Inspiral,null,3391318423
Inspiral,null,1644797282
Inspiral,null,2153023042
Inspiral,null,2347460428
Inspiral,null,2779577097
Inspiral,null,3397736985
Inspiral,null,4039566096
Inspiral,null,4631533770
Inspiral,null,3394819381
Inspiral,null,2755270500
Inspiral,null,2090175901
Inspiral,null,1507709214
Inspiral,null,3379749121
Inspiral,null,3116879807
Inspiral,null,2295691666
Inspiral,null,3053277131
Inspiral,null,3416301836
Inspiral,null,3301985761
Inspiral,null,2983386774
Inspiral,null,2781370515
Inspiral,null,3894439709
Inspiral,null,3631642871
Inspiral,null,2601360627
Inspiral,null,4032710095
Inspiral,null,2572583092
Inspiral,null,2590864757
Inspiral,null,2789582262
Inspiral,null,2666803135
Inspiral,null,2414096457
Inspiral,null,2989132705
Inspiral,null,1103868676
Inspiral,null,2916130759
Inspiral,null,3094901699
Inspiral,null,2296550684
Inspiral,null,2675106271
Inspiral,null,3880763142
Inspiral,null,2310597519
Inspiral,null,3116406053
Inspiral,null,2815551795
Inspiral,null,2860747135
Inspiral,null,1521759754
Inspiral,null,3036419479
Inspiral,null,2666730630
Inspiral,null,3928053587
Inspiral,null,3937299108
Inspiral,null,3010029841
Inspiral,null,3997936562
Inspiral,null,2343885940
Inspiral,null,3117800794
Inspiral,null,3759057279
Inspiral,null,2330238098
Inspiral,null,2731976515
Inspiral,null,1819610260
Inspiral,null,4237802765
Inspiral,null,1250573266
Inspiral,null,3072062454
Inspiral,null,2544754892
Inspiral,null,2595209690
Inspiral,null,3492829497
Inspiral,null,2875040777
Inspiral,null,1600248070
Inspiral,null,1397132171
Inspiral,null,2103798135
Inspiral,null,2353206500
Inspiral,null,3924047457
Inspiral,null,3139608295
Inspiral,null,2451973633
Inspiral,null,4439416617
Inspiral,null,2819712187
Inspiral,null,4608923601
Inspiral,null,2979426454
Inspiral,null,4233664723
Inspiral,null,1994210349
Inspiral,null,3367256787
Inspiral,null,3380805585
Inspiral,null,3134219366
Inspiral,null,2158712465
Inspiral,null,3605766695
Inspiral,null,4301303126
Inspiral,null,2411578375
Inspiral,null,2258919667
Inspiral,null,4087833006
Inspiral,null,1490916816
Inspiral,null,3942452885
Inspiral,null,3614855034
Thinca,null,1617942
Thinca,null,3273036
Thinca,null,2024684
Thinca,null,3343494
Thinca,null,3777740
Thinca,null,3802341
Thinca,null,1589632
Thinca,null,2037853
Thinca,null,3792873
Thinca,null,3730144
Thinca,null,2131893
Thinca,null,1356459
Thinca,null,2614955
Thinca,null,3216583
Thinca,null,3786107
Thinca,null,1813344
Thinca,null,3249254
Thinca,null,2481824
Thinca,null,1569671
Thinca,null,3169744
Thinca,null,3602273
Thinca,null,3511996
Thinca,null,2641351
Thinca,null,3129027
Thinca,null,3484692
Thinca,null,4811455
Thinca,null,2256164
Thinca,null,2750100
Thinca,null,3221502
Thinca,null,4288816
Thinca,null,2913634
Thinca,null,1537545
Thinca,null,3313219
TrigBank,null,2060568
TrigBank,null,2151734
TrigBank,null,2233334
TrigBank,null,2325715
TrigBank,null,2223772
TrigBank,null,2202981
TrigBank,null,2131106
TrigBank,null,2017854
TrigBank,null,2184764
TrigBank,null,1717245
TrigBank,null,2090937
TrigBank,null,2302320
TrigBank,null,1964438
TrigBank,null,1800776
TrigBank,null,1905252
TrigBank,null,2008377
TrigBank,null,2171935
TrigBank,null,1980949
TrigBank,null,2074636
TrigBank,null,2046324
TrigBank,null,2157737
TrigBank,null,1972222
TrigBank,null,2144426
TrigBank,null,2092623
TrigBank,null,1932687
TrigBank,null,1916811
TrigBank,null,2149038
TrigBank,null,2211567
TrigBank,null,1970095
TrigBank,null,2201727
TrigBank,null,2121070
TrigBank,null,2219171
TrigBank,null,1917453
TrigBank,null,1994565
TrigBank,null,1969378
TrigBank,null,2022045
TrigBank,null,2056607
TrigBank,null,2058494
TrigBank,null,2105225
TrigBank,null,1979037
TrigBank,null,2112818
TrigBank,null,2042674
TrigBank,null,1978153
TrigBank,null,2020073
TrigBank,null,2008519
TrigBank,null,2026997
TrigBank,null,2058898
TrigBank,null,1984713
TrigBank,null,2088788
TrigBank,null,1904218
TrigBank,null,1943093
TrigBank,null,1967578
TrigBank,null,2057269
TrigBank,null,2321386
TrigBank,null,2142793
TrigBank,null,2310219
TrigBank,null,2038524
TrigBank,null,2019736
TrigBank,null,2023789
TrigBank,null,2088868
TrigBank,null,2085220
TrigBank,null,2033175
TrigBank,null,2040326
TrigBank,null,1912288
TrigBank,null,2188167
TrigBank,null,2054646
TrigBank,null,1933566
TrigBank,null,1912604
TrigBank,null,2079681
TrigBank,null,2037717
TrigBank,null,2102396
TrigBank,null,2156321
TrigBank,null,2271239
TrigBank,null,2046871
TrigBank,null,2109393
TrigBank,null,1964456
TrigBank,null,1932436
TrigBank,null,1900619
TrigBank,null,2319166
TrigBank,null,1989942
TrigBank,null,2046839
TrigBank,null,1905906
TrigBank,null,2197187
TrigBank,null,2104608
TrigBank,null,2246061
TrigBank,null,2109310
TrigBank,null,2091631
TrigBank,null,1991362
TrigBank,null,2080483
TrigBank,null,1995811
TrigBank,null,1870658
TrigBank,null,1946786
TrigBank,null,2044915
TrigBank,null,2138063
TrigBank,null,2155149
TrigBank,null,2223325
TrigBank,null,1946273
TrigBank,null,1981985
TrigBank,null,2052126
TrigBank,null,2193381
TrigBank,null,2073383
TrigBank,null,1975346
TrigBank,null,1994795
TrigBank,null,2052598
TrigBank,null,2006066
TrigBank,null,2109314
TrigBank,null,2063445
TrigBank,null,2105657
TrigBank,null,2061876
TrigBank,null,2226332
TrigBank,null,1819452
TrigBank,null,2277801
TrigBank,null,2147890
TrigBank,null,1915404
TrigBank,null,2154358
TrigBank,null,2109668
TrigBank,null,2065429
TrigBank,null,1850110
TrigBank,null,2239969
TrigBank,null,2371016
TrigBank,null,1759851
TrigBank,null,1830194
TrigBank,null,2013996
TrigBank,null,2144930
TrigBank,null,1931896
TrigBank,null,2187834
TrigBank,null,1878350
TrigBank,null,2273016
TrigBank,null,2049401
TrigBank,null,1969991
TrigBank,null,2037030
TrigBank,null,2258621
TrigBank,null,1913005
TrigBank,null,2033572
TrigBank,null,1979250
TrigBank,null,1880331
TrigBank,null,1963533
TrigBank,null,1972636
TrigBank,null,2260665
TrigBank,null,2320317
TrigBank,null,2242605
TrigBank,null,2090973
TrigBank,null,2149239
TrigBank,null,2156406
TrigBank,null,1828638
TrigBank,null,2207752
TrigBank,null,2201142
TrigBank,null,1987056
TrigBank,null,2211610
TrigBank,null,1988579
TrigBank,null,2303952
TrigBank,null,1998865
TrigBank,null,1904334
TrigBank,null,2065134
TrigBank,null,2038487
TrigBank,null,2048738
TrigBank,null,2172548
TrigBank,null,2199580
TrigBank,null,2229937
TrigBank,null,1921464
TrigBank,null,2034561
TrigBank,null,2173392
TrigBank,null,1846996
TrigBank,null,2216778
TrigBank,null,1970652
TrigBank,null,2116044
TrigBank,null,2186736
TrigBank,null,2088307
TrigBank,null,1822370
TrigBank,null,1962640
TrigBank,null,1878754
TrigBank,null,2100704
TrigBank,null,2027579
TrigBank,null,2182658
TrigBank,null,1854097
TrigBank,null,1938663
TrigBank,null,2090677
TrigBank,null,2111825
TrigBank,null,2032448
TrigBank,null,1845402
TrigBank,null,2079839
TrigBank,null,2251499
TrigBank,null,1869004
TrigBank,null,2108459
TrigBank,null,2002143
Inspiral,null,4172139376
Inspiral,null,2646350122
Inspiral,null,270922922
Inspiral,null,3510084373
Inspiral,null,3953961580
Inspiral,null,3450542719
Inspiral,null,2585969942
Inspiral,null,2883830026
Inspiral,null,4694041334
Inspiral,null,2466066106
Inspiral,null,4791098084
Inspiral,null,2938638746
Inspiral,null,4042399889
Inspiral,null,3371817426
Inspiral,null,3309031852
Inspiral,null,3775469155
Inspiral,null,2946192409
Inspiral,null,3334518210
Inspiral,null,1940594734
Inspiral,null,2320114716
Inspiral,null,2462400253
Inspiral,null,2611797571
Inspiral,null,5478440042
Inspiral,null,3959298342
Inspiral,null,3476055135
Inspiral,null,3336725660
Inspiral,null,3997902390
Inspiral,null,3176481170
Inspiral,null,2144299242
Inspiral,null,3822960598
Inspiral,null,3978979013
Inspiral,null,2784110829
Inspiral,null,3811032969
Inspiral,null,4177451019
Inspiral,null,2639277503
Inspiral,null,2545019507
Inspiral,null,3115284539
Inspiral,null,3175108559
Inspiral,null,3313543050
Inspiral,null,3512420248
Inspiral,null,2942519345
Inspiral,null,3371577355
Inspiral,null,3401967482
Inspiral,null,1412581965
Inspiral,null,3602925049
Inspiral,null,3159994062
Inspiral,null,3082921418
Inspiral,null,3657743764
Inspiral,null,4592825760
Inspiral,null,2140708815
Inspiral,null,3293160218
Inspiral,null,2723752600
Inspiral,null,1995392168
Inspiral,null,3087289288
Inspiral,null,2316129792
Inspiral,null,1804759213
Inspiral,null,3629125301
Inspiral,null,2849464227
Inspiral,null,3563569982
Inspiral,null,3567963668
Inspiral,null,2956699029
Inspiral,null,2522014379
Inspiral,null,3812661036
Inspiral,null,3258966925
Inspiral,null,1805914780
Inspiral,null,4076066759
Inspiral,null,2044707831
Inspiral,null,2984790411
Inspiral,null,2015866005
Inspiral,null,3065146106
Inspiral,null,3274386500
Inspiral,null,2336705309
Inspiral,null,3186337159
Inspiral,null,3629796718
Inspiral,null,2993692928
Inspiral,null,3047111700
Inspiral,null,3030183973
Inspiral,null,1759405005
Inspiral,null,3066637777
Inspiral,null,2332666329
Inspiral,null,2684858888
Inspiral,null,1666660342
Inspiral,null,4096227962
Inspiral,null,2849195931
Inspiral,null,3954732538
Inspiral,null,2302858116
Inspiral,null,3616264839
Inspiral,null,4270004185
Inspiral,null,1346905295
Inspiral,null,2661352865
Inspiral,null,4340773792
Inspiral,null,3594832045
Inspiral,null,4034758141
Inspiral,null,3073823050
Inspiral,null,3354248231
Inspiral,null,3607069779
Inspiral,null,3038184543
Inspiral,null,3222690186
Inspiral,null,2418863391
Inspiral,null,1121848962
Inspiral,null,2407761130
Inspiral,null,3699925800
Inspiral,null,1831075372
Inspiral,null,3285453245
Inspiral,null,3439145633
Inspiral,null,2504904002
Inspiral,null,2901731449
Inspiral,null,3380127215
Inspiral,null,1924175282
Inspiral,null,4056265057
Inspiral,null,1857169284
Inspiral,null,2258453076
Inspiral,null,3459267287
Inspiral,null,2497819912
Inspiral,null,1562365355
Inspiral,null,3497565788
Inspiral,null,2878140305
Inspiral,null,3094915677
Inspiral,null,3887561729
Inspiral,null,3540770112
Inspiral,null,2887459429
Inspiral,null,2414416481
Inspiral,null,2763198829
Inspiral,null,2639448942
Inspiral,null,1281618596
Inspiral,null,484530172
Inspiral,null,3307045202
Inspiral,null,3020897273
Inspiral,null,3573013207
Inspiral,null,2596128993
Inspiral,null,3108500420
Inspiral,null,3141459914
Inspiral,null,1876935600
Inspiral,null,4434323909
Inspiral,null,4435484227
Inspiral,null,3046599857
Inspiral,null,3273531823
Inspiral,null,1344265974
Inspiral,null,4079660744
Inspiral,null,3282736789
Inspiral,null,2591764844
Inspiral,null,2312098655
Inspiral,null,4001946804
Inspiral,null,1231009653
Inspiral,null,2015377888
Inspiral,null,4404838322
Inspiral,null,3306006998
Inspiral,null,3514710055
Inspiral,null,3527782973
Inspiral,null,3258886356
Inspiral,null,3501738182
Inspiral,null,2730756612
Inspiral,null,2570368259
Inspiral,null,3827123317
Inspiral,null,2569689819
Inspiral,null,3129017259
Inspiral,null,1645184734
Inspiral,null,3298340716
Inspiral,null,1932369458
Inspiral,null,2813939132
Inspiral,null,4159804249
Inspiral,null,1911753151
Inspiral,null,3542624472
Inspiral,null,2348098798
Inspiral,null,2876569144
Inspiral,null,4040730364
Inspiral,null,3304743674
Inspiral,null,3704595842
Inspiral,null,3863775935
Inspiral,null,2645398220
Inspiral,null,4254141924
Inspiral,null,3150957365
Inspiral,null,2598230861
Inspiral,null,2617449225
Inspiral,null,1605559771
Inspiral,null,3676151757
Inspiral,null,2482583404
Inspiral,null,2579462988
Inspiral,null,4590221777
Inspiral,null,2133611906
Inspiral,null,2787612824
Inspiral,null,3071844272
Inspiral,null,2007676101
Inspiral,null,3380739535
Inspiral,null,2528668681
Thinca,null,1139782
Thinca,null,2053889
Thinca,null,1556868
Thinca,null,2475004
Thinca,null,3586147
Thinca,null,2834141
Thinca,null,3573397
Thinca,null,1355525
Thinca,null,2161308
Thinca,null,2343854
Thinca,null,1491744
Thinca,null,2701372
Thinca,null,3294698
Thinca,null,2709652
Thinca,null,2429384
Thinca,null,2410965
Thinca,null,3753125
Thinca,null,2022014
Thinca,null,1248576
Thinca,null,1676720
Thinca,null,2131131
Thinca,null,2995448
Thinca,null,3378237
Thinca,null,2300523
Thinca,null,4626237
Thinca,null,2351564
Thinca,null,3479373
Thinca,null,1741034
Thinca,null,4936086
Thinca,null,2541570
Thinca,null,3310917
Thinca,null,1744293
Thinca,null,2742749
TmpltBank,null,404518409
TmpltBank,null,404528154
TmpltBank,null,404526497
TmpltBank,null,404565891
TmpltBank,null,404562990
TmpltBank,null,404539203
TmpltBank,null,404509462
TmpltBank,null,404550957
TmpltBank,null,404575060
TmpltBank,null,404530082
TmpltBank,null,404521727
TmpltBank,null,404530997
TmpltBank,null,404540587
TmpltBank,null,404544988
TmpltBank,null,404515606
TmpltBank,null,404502011
TmpltBank,null,404557994
TmpltBank,null,404537892
TmpltBank,null,404547065
TmpltBank,null,404559035
TmpltBank,null,404513436
TmpltBank,null,404529965
TmpltBank,null,404539108
TmpltBank,null,404561647
TmpltBank,null,404520533
TmpltBank,null,404561443
TmpltBank,null,404567744
TmpltBank,null,404545803
TmpltBank,null,404534935
TmpltBank,null,404552382
TmpltBank,null,404538944
TmpltBank,null,404558513
TmpltBank,null,404557820
TmpltBank,null,404553372
TmpltBank,null,404544245
TmpltBank,null,404528750
TmpltBank,null,404544828
TmpltBank,null,404543130
TmpltBank,null,404576081
TmpltBank,null,404547896
TmpltBank,null,404538921
TmpltBank,null,404549981
TmpltBank,null,404546157
TmpltBank,null,404526972
TmpltBank,null,404526786
TmpltBank,null,404555534
TmpltBank,null,404539155
TmpltBank,null,404547332
TmpltBank,null,404528588
TmpltBank,null,404537911
TmpltBank,null,404528467
TmpltBank,null,404559886
TmpltBank,null,404511996
TmpltBank,null,404502367
TmpltBank,null,404522322
TmpltBank,null,404542496
TmpltBank,null,404583853
TmpltBank,null,404508288
TmpltBank,null,404547547
TmpltBank,null,404527421
TmpltBank,null,404546033
TmpltBank,null,404547250
TmpltBank,null,404577336
TmpltBank,null,404543205
TmpltBank,null,404551282
TmpltBank,null,404533651
TmpltBank,null,404558800
TmpltBank,null,404512724
TmpltBank,null,404541688
TmpltBank,null,404518837
TmpltBank,null,404500266
TmpltBank,null,404523657
TmpltBank,null,404523153
TmpltBank,null,404538367
TmpltBank,null,404546334
TmpltBank,null,404526113
TmpltBank,null,404560076
TmpltBank,null,404536893
TmpltBank,null,404580566
TmpltBank,null,404561786
TmpltBank,null,404546878
TmpltBank,null,404546759
TmpltBank,null,404511296
TmpltBank,null,404552460
TmpltBank,null,404519727
TmpltBank,null,404602617
TmpltBank,null,404537308
TmpltBank,null,404525486
TmpltBank,null,404544861
TmpltBank,null,404553351
TmpltBank,null,404534745
TmpltBank,null,404529938
TmpltBank,null,404560299
TmpltBank,null,404495931
TmpltBank,null,404547349
TmpltBank,null,404548777
TmpltBank,null,404560284
TmpltBank,null,404550319
TmpltBank,null,404552879
TmpltBank,null,404518520
TmpltBank,null,404544270
TmpltBank,null,404566229
TmpltBank,null,404536252
TmpltBank,null,404490706
TmpltBank,null,404559888
TmpltBank,null,404560917
TmpltBank,null,404515458
TmpltBank,null,404569904
TmpltBank,null,404533370
TmpltBank,null,404539004
TmpltBank,null,404526720
TmpltBank,null,404527383
TmpltBank,null,404512323
TmpltBank,null,404569479
TmpltBank,null,404554380
TmpltBank,null,404544383
TmpltBank,null,404544080
TmpltBank,null,404545286
TmpltBank,null,404532744
TmpltBank,null,404531405
TmpltBank,null,404503744
TmpltBank,null,404553067
TmpltBank,null,404513657
TmpltBank,null,404539090
TmpltBank,null,404559848
TmpltBank,null,404561891
TmpltBank,null,404556594
TmpltBank,null,404543293
TmpltBank,null,404543008
TmpltBank,null,404582521
TmpltBank,null,404573878
TmpltBank,null,404542046
TmpltBank,null,404541680
TmpltBank,null,404559839
TmpltBank,null,404534404
TmpltBank,null,404534753
TmpltBank,null,404540427
TmpltBank,null,404543804
TmpltBank,null,404552685
TmpltBank,null,404529073
TmpltBank,null,404540649
TmpltBank,null,404548684
TmpltBank,null,404546963
TmpltBank,null,404541743
TmpltBank,null,404528899
TmpltBank,null,404525578
TmpltBank,null,404512342
TmpltBank,null,404566813
TmpltBank,null,404533991
TmpltBank,null,404518752
TmpltBank,null,404522978
TmpltBank,null,404566081
TmpltBank,null,404558130
TmpltBank,null,404538234
TmpltBank,null,404529034
TmpltBank,null,404573531
TmpltBank,null,404537972
TmpltBank,null,404579237
TmpltBank,null,404550490
TmpltBank,null,404549573
TmpltBank,null,404540715
TmpltBank,null,404522649
TmpltBank,null,404546760
TmpltBank,null,404564787
TmpltBank,null,404542787
TmpltBank,null,404558095
TmpltBank,null,404517820
TmpltBank,null,404537528
TmpltBank,null,404527811
TmpltBank,null,404555731
TmpltBank,null,404529639
TmpltBank,null,404558873
TmpltBank,null,404549859
TmpltBank,null,404540124
TmpltBank,null,404547548
TmpltBank,null,404540943
TmpltBank,null,404527573
TmpltBank,null,404559903
TmpltBank,null,404543553
TmpltBank,null,404540458
TmpltBank,null,404540158
TmpltBank,null,404553733
TmpltBank,null,404539150
TmpltBank,null,404540351
TmpltBank,null,404518168
TmpltBank,null,404533718
TmpltBank,null,404540517
TmpltBank,null,404565691
TmpltBank,null,404499038
TmpltBank,null,404537746
TmpltBank,null,404535464
TmpltBank,null,404522744
TmpltBank,null,404551604
TmpltBank,null,404530993
TmpltBank,null,404548234
TmpltBank,null,404549246
TmpltBank,null,404555606
TmpltBank,null,404518640
TmpltBank,null,404519135
TmpltBank,null,404561795
TmpltBank,null,404526111
TmpltBank,null,404518144
TmpltBank,null,404543166
TmpltBank,null,404557779
TmpltBank,null,404526928
TmpltBank,null,404550200
TmpltBank,null,404526954
TmpltBank,null,404554842
TmpltBank,null,404553728
TmpltBank,null,404549932
TmpltBank,null,404525106
TmpltBank,null,404572561
TmpltBank,null,404532255
TmpltBank,null,404544084
TmpltBank,null,404520458
TmpltBank,null,404537591
TmpltBank,null,404515530
TmpltBank,null,404533509
TmpltBank,null,404542873
TmpltBank,null,404540889
TmpltBank,null,404541544
TmpltBank,null,404540987
TmpltBank,null,404513326
TmpltBank,null,404554826
TmpltBank,null,404567916
TmpltBank,null,404542897
TmpltBank,null,404526705
TmpltBank,null,404539139
TmpltBank,null,404561084
TmpltBank,null,404544593
TmpltBank,null,404545151
TmpltBank,null,404579954
TmpltBank,null,404558238
TmpltBank,null,404566152
TmpltBank,null,404527921
TmpltBank,null,404540250
TmpltBank,null,404503155
TmpltBank,null,404561073
TmpltBank,null,404578495
TmpltBank,null,404566014
TmpltBank,null,404536288
TmpltBank,null,404556290
TmpltBank,null,404501103
TmpltBank,null,404543973
TmpltBank,null,404535303
TmpltBank,null,404512057
TmpltBank,null,404546759
